"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76"
"1",-8.9116058059867,-17.8177178078791,19.0569770699475,18.6672697300429,-12.5574841246991,3.94001193649401,-2.30077200102401,7.80215692544726,-2.67765945282736,7.97514271687572,-7.76653149193145,5.90798335612453,-6.59243806681068,0.241543152127942,-7.59058827628423,2.71335053074663,-2.22757929745155,0.252783328386289,-6.76624411922087,4.28950096923532,-2.76325714643586,2.46110253077638,0.767974125449346,-4.46676147738358,-0.385764774135655,-0.850288571609657,4.31195824554371,-5.07439501610568,2.59632324311239,-6.22987383191315,2.07196003353311,-0.35645848506467,4.062605718703,-3.74592250694326,0.140685632698628,-2.75326762501834,7.64541809555207,-7.22304146234915,5.60552076153274,-0.115706984332511,1.40796228519404,-0.103471890266243,-0.281719888678264,1.45881181531944,-5.06789826000089,5.6126464644853,0.622434834629502,5.59702282516374,-3.60974111890486,6.60763756667084,-2.79753022821277,-0.0976420739370641,3.18893950066243,0.27176267174841,-3.3374470281066,-5.86958953712543,4.81599969020469,3.63074471620274,3.40732840951439,-4.97139798256152,-0.237308184523889,-6.98120273024564,3.97578131426717,3.00826660868309,-5.2334002525351,-0.0526965724756652,-3.00864088786525,4.84758804035135,1.67935853605397,-5.23512464767675,-0.900390946913657,-1.15081692700634,2.03431131611919,-1.86933585718287,5.3737151438737,-7.19566977521055
"2",-10.4876508051663,5.0466421494391,21.530360555211,-3.40497870025862,7.9576067452673,3.6643359895793,-2.51679442800618,22.8844150588214,-0.508139205637829,-3.99496614087343,-6.14339824031457,6.4907148785955,-1.01824953718208,-4.68853782006132,-7.58077423976714,-10.0103928568241,6.08518039841108,-1.21023789889812,-9.87930964509317,-9.72763039118792,-1.17273630478822,3.14736099925635,-1.32320433681536,-2.87366990604956,0.045084162965394,-2.92255948906824,2.47151482760994,-7.33860287113872,-2.995377360295,-3.71250837690729,0.749835484342488,0.11754287666865,6.95064004384535,-1.77332605755683,3.01718665965295,-1.64764554126007,8.72265808239656,-0.0330634822217076,11.9254469013924,-4.31438911804105,-0.179913153628426,0.23711765281717,-3.86796543776646,-7.77750760938887,-2.28567167040415,2.03090445230737,-7.7478356070089,-1.28181919215124,4.57214041893601,-0.236780717317395,2.89387209967639,3.97502225380421,-5.50704345167099,-7.75064950021186,4.23945044538427,0.42610631174232,-2.2700210796486,3.60118042288589,7.31892487530383,-0.803345778356038,3.41119528227271,-3.31390969707684,1.75731872543444,2.65483013887909,2.46180228626795,0.00586198598748563,-7.48649434420829,-5.41703143518528,-0.414876498508951,-10.3875580771788,0.538212355214225,3.97375536216585,9.46041340682786,1.74183683751078,-0.285937815423522,5.4925537432071
"3",-0.804143081535891,-22.1033039917892,-13.5540836764451,3.45891613854462,-1.79318844437816,8.57504058960674,5.50430309021778,-5.43299230950657,-15.370535901674,0.865184513535474,13.6910076800406,-1.61539806021719,0.488981441037837,13.4028985772733,-2.14297391227965,-8.27221487967262,5.27786061483574,-3.79314722147485,-1.56830488869443,4.75115499465946,2.55152047111933,0.775772324529688,6.7731695711412,6.40087849726675,1.42356782797316,4.48432304993452,-1.88364655413703,-0.976075324998442,12.2251147319143,-0.901277154841188,12.2303166346877,-1.17499267899362,6.34439540559473,-8.81825941682507,-3.94085524940015,1.16484861170611,7.29354339064683,2.79297659301285,-0.242513895693567,-2.65981473832665,7.10299009472601,-4.10736507862762,1.39577677738644,2.74952495834123,-10.0010089792376,3.85244873685746,9.11345032435884,-1.62327955513831,-3.46720576839318,2.97281507076187,-7.95368531622617,3.10643800919751,-0.385990961753818,2.09666314471167,-0.54466688139997,5.08350810486034,4.46694173654349,-6.21499944847745,-7.09289234071157,4.22610576336622,3.63503558850736,3.34980962969047,-1.77034915083329,7.13188051661277,0.496002130948508,1.66875634556319,3.04503173729787,7.30140881037015,0.166832707481539,-3.36287577078345,-2.22450915527949,-7.99748357308921,-6.64082799414233,-0.712125397278273,4.17716732848966,2.75186106513802
"4",-0.178969819758509,-25.7852107131063,-2.14691002786441,16.7097553276949,-1.43903776300772,15.2216963474668,8.99859895964456,-8.06160592738595,-1.55749672281874,-6.92981354263609,0.702371484908117,3.49656645840211,3.32741240400513,3.94986669950569,10.6123925015334,-5.37847965416197,11.2729209507711,-5.01513964767877,6.21810896769557,8.93349069376855,-0.807053760529104,7.42117864721306,4.35523177698012,1.11271721941838,-5.6978580828185,6.1529029520903,-2.45280229409336,-10.7201680201337,-1.87022928996704,-1.68116504291483,4.4498570710658,-1.61740232130369,-7.2672009485849,3.23431538929943,4.34527970160751,2.50230834216715,6.60212761410462,-14.604921332448,5.0842245206494,8.26775906297993,-1.09254094994602,3.43699913172301,1.30822354100943,-2.41142557204825,4.88034895500634,1.2232435088277,-2.56791799477896,1.53441125875792,-5.84002055520582,-0.322827011848523,7.26167720161496,3.0024197201903,1.83010567062029,-5.53553319242889,-3.26955607941097,-4.36181790988284,-1.1945747656731,2.86901037060772,-0.162080547744434,0.326353721544308,-4.27728807369631,-1.13831416829563,0.526583913601434,-4.98350209764264,2.72358824194091,4.81993042545277,1.7528257479523,5.20747557882212,-0.751421470413329,-0.945538709822016,-0.698018264002787,-3.01475120348453,4.32011618977731,2.26469649952811,7.79946673333774,0.903530355100116
"5",0.178369023772457,43.4837717385018,-15.3904745658947,5.6545919689434,-1.25090499461363,1.31437313834756,-7.85683225930713,-4.89783330815136,-8.79651969380928,-2.44146949488708,1.10803474240285,3.43557027207194,-10.2549503224846,3.50036711979938,6.71174073670424,-3.90058836328016,6.39389787073165,4.71355905148768,-1.61590186643874,0.531641764333812,-2.02060852172569,0.105174638382567,-7.14345478130422,1.7017859060305,0.184971406342387,4.05477497803245,-6.10694572364042,-1.33287203312496,-2.00130216940882,0.81262950386832,-7.127470232052,-5.05848946786926,11.4646088594597,-0.516638130466228,-1.77664288933129,-3.79888094698416,-2.80639794935408,-0.564563030775964,-2.60576124389033,-0.161816418067045,2.51399209077045,-1.13409808734835,3.54435222361238,3.56773001217828,-3.71202286589273,2.12226554162677,4.97290660976373,1.31191414073736,-4.76700566262642,-0.0646373504926045,-3.70692586129459,1.93113163750763,-3.49974994729897,-3.59130528887917,-1.82619185743034,0.494246777444783,-4.67484888538597,0.06376074225641,-7.9342639079121,0.912092962022795,-5.59323507423439,-2.27579556810999,0.337740939458101,0.964973283927029,2.17806708370486,0.549158817783728,0.324425359514435,-3.45442337321852,-3.39489337517115,-1.18266657542557,-1.11101871752121,4.43721588449031,-6.22165137275374,-6.68992582268578,-0.609485903053265,-0.373195431938694
"6",-4.04569074890251,30.6765533308054,-26.5666998873788,5.23724167922845,15.1661823445024,-12.4894667586213,5.66386688223156,5.50879434584739,-1.50390006596994,-12.4411118510609,-5.47077024264968,1.0308891771344,8.5593664515425,10.0317076960626,-7.30728015527884,-5.27387542570571,-4.44035954009515,-1.11002253002036,-5.47674700915837,3.21127381076265,-10.1620887947433,4.40231916200297,-4.63083980751224,-0.341649054588924,5.02578324855026,-1.10665076960184,3.56039401018021,-1.95326818242293,9.44100409080157,1.62319883750879,1.72111801478314,-3.82478002155308,-5.68556219060475,2.47207421465059,-4.75878223314994,-6.30213423673639,2.63239385963819,-2.7776499896374,-2.14156266349702,-0.325576976355923,-3.28674123877092,1.1577907052262,-2.8074834886048,0.422170307353013,1.61551469871268,5.15584538047941,-4.08417422758058,1.27231635940461,3.52012578767152,-3.72503417151177,-0.854141424992676,9.89236808906967,0.760697369920014,1.7527230793689,-2.17540511080877,2.72580211585543,3.81195193779421,7.99094890935058,-8.11350444840901,-0.363676892552427,0.733624073946414,-2.79316046007313,-1.81073595592685,0.022443573439878,-8.51204400994565,-4.29563502369449,5.55674679814937,0.268253330586296,1.23135826115416,2.49670700183056,-9.30597480810757,0.371319679371896,1.94428310026284,-2.13999824207503,-2.43628333389623,-0.307900905126996
"7",-0.81511363157858,-22.0485764147743,0.524264610415361,18.6994241728578,-9.08235032962347,10.1176694233342,4.5086489455982,-3.86898870154613,5.35459688598138,-2.07514976192294,2.01721517221181,3.61089047420563,4.79677300433802,-7.65775551736931,4.58467011001953,2.1181042582609,6.360016825269,-1.10156770198588,2.56638423381637,4.45450410431201,-1.30857209571368,5.95413423058927,0.901623886429942,1.27104571972468,-7.31414915546134,-2.27360103768379,-0.697871235701016,-5.8979906013643,-5.4795383948293,8.49281763412249,-0.302827650698411,-9.03007150690641,-5.6232294466854,0.440964736486765,2.38609047316991,-2.22333404165164,9.5487986583302,-4.66195203909399,-2.67034033091224,5.17641463246937,2.28451876851871,9.40596182905123,0.0119835436596328,-1.17107314857926,-0.645485374392339,-8.34457738941643,-2.90458977662515,-5.50014744649433,0.257987064179961,1.24211332543083,4.24070318850825,5.86038740191991,-0.701448517556757,3.64817571206759,2.17750345127996,8.55024475682848,-3.36213340803343,-6.25530605977389,9.7705698327074,2.59544728000071,2.60971135060226,-2.02920809562802,-1.67369308987782,-0.811155246223225,-2.01560978008375,2.9445133182365,-3.08230528726231,-3.02148150197657,-3.02697720335267,2.52308189271976,-1.33214167145182,0.187503877089071,-1.54620978379938,1.32168264724228,-0.325203590632665,-3.10153801406503
"8",2.78343296959151,4.47917311053732,25.055721287135,10.047488487927,-0.0576486148480674,-1.86690740653162,-3.05471045491831,11.7487410418508,6.66041333753835,8.73408286323378,-3.05411303148682,7.33242078308682,-8.2136853342486,0.733134823553837,-6.37223856419557,-2.1182948159557,-6.75629596386974,-6.13565310522786,-11.6837636863475,-3.92975143912333,6.86670290395095,-2.0299062356225,2.07661394035715,9.81322249884534,-7.57026440277153,10.8104239819986,0.00969712353368128,-9.687650752436,-1.89123175996142,-1.57996620697741,8.01686378305664,-10.4750904934663,-6.20532963371117,2.24946369084147,9.96662906694398,7.41921512128578,2.6349157322888,3.24755179416508,5.19631970148592,-8.99234854016373,-1.34074592982137,-2.73423635600713,-4.38129833775022,-4.40761827606106,4.89168285351562,-9.53471040346718,-13.0236920660031,-0.293606436529468,3.392349116267,-3.16080895004872,2.71676252118507,4.82573818724344,-0.493467832543442,0.938985745163192,1.81050003866997,2.33548789177269,0.987849796327165,-0.955220151401915,-7.39306904404255,1.61094711970492,3.07253955891981,-0.227584805367272,-0.30460257433704,2.48114039200652,7.32348532645276,4.4368311476992,-2.59709596454747,-4.02023132942999,5.19924591863549,-7.03618909131378,-3.87137801479623,-4.0087029541886,-3.71632898897233,-10.8981811109464,2.28304169332957,-2.02638411648222
"9",2.3883759961207,-26.0959482465265,-10.9253320268082,5.08512542613444,-4.39312682711679,-1.28947186793887,-1.3870928015864,-3.5128396068034,6.20403255618513,5.09094513187716,-5.22119431625766,0.00437992867690287,3.12014305767653,-4.70252015943416,-4.40150515895648,-1.47048311591296,-5.90186591835275,-6.37058834466661,-18.9918503621204,-6.21843676339972,-2.58858909998014,-8.66740661298226,-2.31239360965479,-6.02516181467415,10.8256776506308,7.52263043583894,-2.82215081339193,-0.515308905823525,-1.13799057951222,-9.39466796553187,0.339211223686023,5.71025079706682,-4.21687794421709,-5.44757267559382,-4.33783233268296,6.27638452614062,-14.2868000384656,7.20020609585465,3.04563865499114,10.3175222286399,4.29109689467914,-6.70319418638495,0.810170963130643,-0.664090615787255,-7.80511620308132,2.25912137483015,-3.43554633723623,1.82708658741861,-5.26079448839866,10.7004645431053,-5.99471070790975,2.33010241170893,-9.30789836088375,-14.2574958300221,-2.07364216824922,-11.4414178221405,3.53181082986542,5.55584809862655,-3.33158326157721,4.17441995352002,-5.0404076040791,1.66741199088258,-6.69444807618246,-3.88071915180423,-0.18419413341033,-5.19835650560505,-5.08266529130749,-3.14058166843219,3.55949856199277,3.70845497886893,4.08220804462463,0.430089843680855,-1.1854114286716,1.1461523556793,-6.03333910201844,-1.0652674210599
"10",-9.53640818511751,38.1555316339426,-16.8978234074404,9.32963655650523,10.988962555174,-1.30273816918411,-12.1990433333686,-5.48668534083877,-6.16487273584503,2.12460629647039,-3.52518174213019,-0.0129089682084761,-14.959474904047,-8.3638230286246,-6.50982001207945,-8.17308753937406,3.1976641275286,2.85115947028928,-1.17561834007571,-3.4341134727053,-7.30692418500432,-4.43166381292231,-5.44100421419559,-1.64251508340088,-5.01400084360487,2.66669633565772,-6.5700620229831,-1.61531000172837,-7.3297370615029,-0.148472141153939,-2.10345269205247,-10.1457331816634,-1.57601825170048,4.56756867469016,-2.31378114986826,0.569228281879814,-0.397226570045855,3.99099832133151,8.34675185679967,-7.50365366006446,-0.136774813451397,2.15271546448008,-2.65587662570028,-2.67204621489583,-3.05255982152246,1.28216861946407,2.45161431351114,-4.25641641800573,-0.0771937496722429,0.103180003685647,-4.22001110697607,0.55588761183562,-1.64101759226049,0.543972641101745,2.38334835738922,0.877821459175273,-3.64487609670152,-4.20339008240082,10.3826702241745,1.44911793331441,-3.42169880440737,5.82998251444665,0.605688669968375,-1.77113700472656,-3.07227298598126,-3.78791218528056,0.567672638822953,6.46665730238905,2.483507171223,0.806073921459943,-9.11549101389977,3.59311364895384,2.04141506189717,-7.4133778418239,-3.88173135851983,-0.207030015836996
